=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 51
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-09-26 05:06:00 UTC
latitude:  69.0960518
longitude: -51.975719
ttf:       0
nsat:      4
min snr:   28
mean snr:  36
max snr:   43
hdop:      2.7

fix kind:  DiveEnd
fix time:  2021-10-01 07:44:00 UTC
latitude:  69.0985141
longitude: -51.9722853
ttf:       80
nsat:      9
min snr:   0
mean snr:  26
max snr:   39
hdop:      0.8

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
║        414.4000 │             2.4690 │        34.1730 │       2.5950 ║
║        413.4400 │             2.4620 │        34.1720 │       2.4920 ║
║        412.5200 │             2.4590 │        34.1710 │       2.4630 ║
║        411.4800 │             2.4550 │        34.1690 │       2.5360 ║
║        410.4800 │             2.4520 │        34.1690 │       2.7120 ║
║        409.4400 │             2.4520 │        34.1690 │       2.5950 ║
║        408.4000 │             2.4520 │        34.1690 │       2.5510 ║
║        407.5200 │             2.4520 │        34.1690 │       2.4770 ║
║        406.6000 │             2.4520 │        34.1690 │       2.4770 ║
║        405.5200 │             2.4500 │        34.1690 │       2.5950 ║
║        404.4400 │             2.4460 │        34.1680 │       2.5510 ║
║        403.5600 │             2.4410 │        34.1670 │       2.5210 ║
║        402.6000 │             2.4400 │        34.1660 │       2.5660 ║
║        401.5200 │             2.4390 │        34.1670 │       2.5070 ║
║        400.4000 │             2.4380 │        34.1650 │       2.5510 ║
║        399.4400 │             2.4370 │        34.1660 │       2.4770 ║
║        398.5600 │             2.4360 │        34.1660 │       2.5210 ║
║        397.4400 │             2.4340 │        34.1660 │       2.4920 ║
║        396.5200 │             2.4320 │        34.1670 │       2.3890 ║
║        395.5600 │             2.4280 │        34.1640 │       2.5510 ║
